id;pm10;o3;no2;so2;co
barcelona-;1.7358462892343796;1.7837478468465744;2.6609012084999324;36.320388349514566;0
l__hospita;1.4600077222370729;1.173306913877291;3.3834374785415093;34.87556221889056;0
mataró,-ca;3.0682382789788045;1.5392092126462589;7.828586781300376;42.48469387755102;0
tarragona-;2.20071284562212;1.3577459257804831;5.64340370609385;18.384918679152292;0
