id;pm10;o3;no2;so2;co
argentina,;1.3253399530424574;1.7738503546335451;5.081935635424008;17.727815360127337;0
constituci;1.900792802923812;1.7561508679905082;4.215085194623494;20.937587517503506;0
p.-deporte;1.9468348763211332;2.1784315134960286;4.198020143487859;14.271351809954751;0
santa-barb;2.052550684329942;1.4008620689655171;5.70412785667023;27.463054187192117;0
