id;pm10;o3;no2;so2;co
alcantaril;1.676513851434175;1.18333621733864;7.313903743315508;45.4;0
caravaca-n;1.905446293494705;0.7197828364606152;22.558208955223883;41.208333333333336;0
mompean-ca;1.98227955769776;1.299776910206358;5.833541927409261;36.1;0
valle-esco;1.9905626780626777;1.0035008976660682;6.820622330689444;14.353552859618718;0
