Year	CCAA	Type	Value
2020	cantabria	renta_media_por_unidad_de_consumo	18578
2020	cantabria	renta_neta_media_por_persona	12748
2020	castilla_la_mancha	renta_media_por_unidad_de_consumo	15802
2020	castilla_la_mancha	renta_neta_media_por_persona	10485
2020	castilla_leon	renta_media_por_unidad_de_consumo	18284
2020	castilla_leon	renta_neta_media_por_persona	12697
2020	catalunya	renta_media_por_unidad_de_consumo	20872
2020	catalunya	renta_neta_media_por_persona	14170
2020	ceuta	renta_media_por_unidad_de_consumo	15058
2020	ceuta	renta_neta_media_por_persona	9853
2020	comunidad_valenciana	renta_media_por_unidad_de_consumo	16518
2020	comunidad_valenciana	renta_neta_media_por_persona	11332
2020	extremadura	renta_media_por_unidad_de_consumo	13297
2020	extremadura	renta_neta_media_por_persona	9147
2020	galicia	renta_media_por_unidad_de_consumo	16757
2020	galicia	renta_neta_media_por_persona	11469
2020	madrid	renta_media_por_unidad_de_consumo	21429
2020	madrid	renta_neta_media_por_persona	14580
2020	melilla	renta_media_por_unidad_de_consumo	18214
2020	melilla	renta_neta_media_por_persona	11427
2020	murcia	renta_media_por_unidad_de_consumo	14921
2020	murcia	renta_neta_media_por_persona	9850
2020	navarra	renta_media_por_unidad_de_consumo	22391
2020	navarra	renta_neta_media_por_persona	15094
2020	pais_vasco	renta_media_por_unidad_de_consumo	23174
2020	pais_vasco	renta_neta_media_por_persona	15813
2020	rioja	renta_media_por_unidad_de_consumo	19698
2020	rioja	renta_neta_media_por_persona	13504
2020	total_nacional	renta_media_por_unidad_de_consumo	18116
2020	total_nacional	renta_neta_media_por_persona	12292
2021	andalucia	renta_media_por_unidad_de_consumo	14769
2021	andalucia	renta_neta_media_por_persona	9915
2021	aragon	renta_media_por_unidad_de_consumo	19381
2021	aragon	renta_neta_media_por_persona	13345
2021	asturias	renta_media_por_unidad_de_consumo	17968
2021	asturias	renta_neta_media_por_persona	12861
2021	baleares	renta_media_por_unidad_de_consumo	16867
2021	baleares	renta_neta_media_por_persona	11235
2021	canarias	renta_media_por_unidad_de_consumo	15294
2021	canarias	renta_neta_media_por_persona	10161
