Year	CCAA	Type	Value
2018	rioja	o3	29.501164014433332
2018	rioja	pm10	12.699483012781604
2018	rioja	pm25	33.7015591800994
2018	rioja	so2	1.535198018144007
2018	total_nacional	co	1.1740431171341756
2018	total_nacional	no2	8.66030716693815
2018	total_nacional	o3	33.768888431058265
2018	total_nacional	pm10	19.69251793582326
2018	total_nacional	pm25	34.811824283691465
2018	total_nacional	so2	2.0984247580492967
2019	andalucia	co	2.690618171678607
2019	andalucia	no2	7.977890817314983
2019	andalucia	o3	32.16010937662172
2019	andalucia	pm10	21.004786250130667
2019	andalucia	pm25	50.09535526069803
2019	andalucia	so2	2.5566729513767448
2019	aragon	co	1.3830538741504614
2019	aragon	no2	10.583088892720557
2019	aragon	o3	22.653554977155498
2019	aragon	pm10	11.433201211424487
2019	aragon	pm25	36.70558237027526
2019	aragon	so2	2.053327198582824
2019	asturias	co	1.4558230410381645
2019	asturias	no2	10.507065373765888
2019	asturias	o3	26.814840784427496
2019	asturias	pm10	19.645091386248062
2019	asturias	pm25	44.36315301642241
2019	asturias	so2	2.4595224208714446
2019	baleares	co	1.1764292823477254
2019	baleares	no2	5.761369587226928
2019	baleares	o3	34.514632857635334
2019	baleares	pm10	19.331201100314004
2019	baleares	pm25	35.84921435820577
2019	baleares	so2	1.7943428706521258
2019	canarias	co	1.0176761404866579
2019	canarias	no2	5.709995559483867
2019	canarias	o3	28.06883325821975
2019	canarias	pm10	20.488127199372613
2019	canarias	pm25	31.01154540690379
2019	canarias	so2	2.8931162761318077
2019	cantabria	co	1.3662954864922512
2019	cantabria	no2	9.48876143785869
2019	cantabria	o3	27.550913373472632
2019	cantabria	pm10	18.86584760991293
2019	cantabria	pm25	41.63498861075799
2019	cantabria	so2	2.5902872199288254
2019	castilla_leon	co	0.8220049033686688
2019	castilla_leon	no2	5.381384167570969
2019	castilla_leon	o3	33.15858646055081
2019	castilla_leon	pm10	13.548261511836392
2019	castilla_leon	pm25	25.048874952816327
2019	castilla_leon	so2	3.4279771836590975
2019	catalunya	co	1.5709796078921667
2019	catalunya	no2	14.83566031723694
2019	catalunya	o3	30.432180898189685
2019	catalunya	pm10	20.793566465114257
2019	catalunya	pm25	47.87230780528117
2019	catalunya	so2	2.0658381168092834
2019	ceuta	co	0.2625283266947678
2019	ceuta	no2	20.0
2019	ceuta	o3	60.0
2019	ceuta	pm10	15.0
2019	ceuta	pm25	8.0
2019	ceuta	so2	0.4475236878945454
2019	comunidad_valenciana	co	1.1800439656632173
2019	comunidad_valenciana	no2	5.178518118499501
2019	comunidad_valenciana	o3	34.42197265564694
2019	comunidad_valenciana	pm10	13.05518106357895
2019	comunidad_valenciana	pm25	35.95936424903091
2019	comunidad_valenciana	so2	1.5578046384565327
2019	extremadura	co	0.8574467794121197
2019	extremadura	no2	5.209594981973154
2019	extremadura	o3	20.554758376097958
2019	extremadura	pm10	13.1025
2019	extremadura	pm25	26.128891772019468
2019	extremadura	so2	1.4616622508014494
2019	galicia	co	1.2998432219714076
2019	galicia	no2	7.489029747713381
2019	galicia	o3	27.42631544820051
2019	galicia	pm10	20.99579757846732
2019	galicia	pm25	40.34797131128303
2019	galicia	so2	1.6219308967362498
2019	madrid	co	1.2609464016775966
2019	madrid	no2	13.579841902237074
2019	madrid	o3	26.197208598077545
2019	madrid	pm10	16.204998985573546
2019	madrid	pm25	38.42469626201225
2019	madrid	so2	2.889327501410466
2019	melilla	co	0.2
2019	melilla	no2	5.0
2019	melilla	o3	60.0
2019	melilla	pm10	52.0
2019	melilla	pm25	14.0
2019	melilla	so2	2.0
2019	murcia	co	1.4060754460442138
2019	murcia	no2	6.800551824505106
2019	murcia	o3	31.015154778343124
2019	murcia	pm10	19.217520202186048
2019	murcia	pm25	42.84719942405322
2019	murcia	so2	3.3301922673320026
2019	navarra	co	0.8776011300356978
2019	navarra	no2	2.737316130801703
2019	navarra	o3	37.167841307582904
2019	navarra	pm10	16.03371599255184
2019	navarra	pm25	26.743053325626168
2019	navarra	so2	1.7405891277333223
2019	pais_vasco	co	1.203588748521321
2019	pais_vasco	no2	7.796101703940854
2019	pais_vasco	o3	29.432388967531338
2019	pais_vasco	pm10	16.389144258257843
2019	pais_vasco	pm25	36.6768421122248
2019	pais_vasco	so2	2.1948549581844774
2019	rioja	co	1.1570920565964031
2019	rioja	no2	9.719275301639982
2019	rioja	o3	29.90484006641262
2019	rioja	pm10	13.634040876903622
2019	rioja	pm25	35.2599529708415
2019	rioja	so2	1.515372018080861
2019	total_nacional	co	1.1771136991150803
2019	total_nacional	no2	8.541969214693866
2019	total_nacional	o3	32.85967401023144
2019	total_nacional	pm10	18.930165649548478
2019	total_nacional	pm25	34.27605517824733
2019	total_nacional	so2	2.1444634213690033
2020	andalucia	co	2.796337688313012
2020	andalucia	no2	6.548192857525642
2020	andalucia	o3	32.66888579385883
2020	andalucia	pm10	19.560970417860464
2020	andalucia	pm25	46.40688382381233
2020	andalucia	so2	1.8708012163411025
2020	aragon	co	1.045979656272391
2020	aragon	no2	8.007104425907652
2020	aragon	o3	23.07120634022036
2020	aragon	pm10	15.24107475751781
