id;pm10;o3;no2;so2;co
galletas,-;1.2527855575884226;1.3869626848517356;7.437580305288585;23.11165620094192;0
granadilla;1.7059105313582432;1.2149729988733342;9.827890619392807;16.682802389248383;0
las-balsas;1.3502710679113334;1.2886307914754511;6.854334907816547;20.21916790490342;0
tena-artig;1.6373715303067087;1.3652416532677574;7.04374730951356;11.408967391304346;0
