id;pm10;o3;no2;so2;co
algorta,-g;1.9696685428392744;1.273250791822632;6.734130445938318;19.449596774193548;19.83478260869565
erandio,-p;2.181011666247726;1.5721999249270926;3.580747754309298;18.13961407491487;18.365733113673805
santurce,-;2.6770016162731105;1.2126578380043116;4.511642156862746;18.474458874458872;0.0
zalla,-paí;2.4174098663145136;1.2027806310933304;8.421785528370641;14.106035502958578;0.0
