id;pm10;o3;no2;so2;co
burriana,-;3.2162248482912803;0.8832719786450791;5.3813088109495295;12.800557266461356;0
elda,-vale;3.0124828703126947;0.9851684013080356;10.63981515041682;25.72408716136632;0
politècnic;2.693128355807405;1.394354488940292;5.463654503990878;26.925414364640883;0
rabassa,-a;1.7150088527715985;0.6317863943654944;4.748669695003245;15.866856994549703;0
