id;pm10;o3;no2;so2;co
barreda,-c;2.04996470264761;1.3800992046233773;5.32761581805842;16.661223669131378;19.10025786118473
escuela-de;2.04996470264761;1.3800992046233773;5.32761581805842;16.661223669131378;19.10025786118473
santander-;2.04996470264761;1.3800992046233773;5.32761581805842;16.661223669131378;19.10025786118473
tetuán,-ca;2.04996470264761;1.3800992046233773;5.32761581805842;16.661223669131378;19.10025786118473
