id;pm10;o3;no2;so2;co
carranque,;1.7431542642140467;1.2857335907335905;3.912711914119787;36.75424224692802;13.61111111111111
estacion-d;1.8006624808424383;1.025945437906557;7.448989731699238;11.362734864300627;0.0
lepanto,-c;1.856949343869056;1.3956522663040014;7.754813406227716;46.6637323943662;0.0
ronda-delv;1.9048110899701003;1.184983825347628;6.2745732255166216;24.006854256854254;13.333333333333334
