date, pm10, o3, no2, so2, co
2017/8/5, 8, 21, 1, , 
2017/8/6, 13, 22, 4, , 
2017/8/7, 18, 22, 4, , 
2017/8/8, 15, 23, 4, , 
2017/8/9, 14, 22, 3, , 
2017/8/10, 19, 21, 5, , 
2017/8/11, 19, 19, 3, , 
2017/8/12, 17, 18, 2, , 
2017/8/13, 14, 22, 4, , 
2017/8/14, 17, 18, 2, , 
2017/8/15, 11, 21, 5, , 
2017/8/16, 16, 20, 4, , 
2017/8/17, 18, 23, 4, , 
2017/8/18, 13, 22, 1, , 
2017/8/19, 15, 21, 2, , 
2017/8/20, 17, 31, 7, , 
2017/8/21, 27, 28, 5, , 
2017/8/22, 31, 21, 4, , 
2017/8/23, 24, 22, 3, , 
2017/8/24, 16, 21, 3, , 
2017/8/25, 16, 20, 3, , 
2017/8/26, 14, 21, 6, , 
2017/8/27, 17, 22, 10, , 
2017/8/28, 24, 29, 5, , 
2017/8/29, 23, 25, 6, , 
2017/8/30, 20, 28, 6, 1, 
2017/8/31, 12, 25, 9, , 
2017/9/1, 14, 29, 6, , 
2017/9/2, 16, 31, 6, , 
2017/9/3, 13, 20, 8, , 
2017/9/4, 12, 23, 6, , 
2017/9/5, 16, , , , 
2017/9/10, 17, 25, 3, , 
2017/9/11, 25, 26, 6, , 
2017/9/12, 17, 20, 6, , 
2017/9/13, 18, 26, 4, , 
2017/9/14, 21, 23, 6, , 
2017/9/15, 14, 26, 6, , 
2017/9/16, 11, 27, 5, , 
2017/9/17, 12, 22, 8, , 
2017/9/18, 11, 29, 7, 2, 
2017/9/19, 10, 26, 8, 1, 
2017/9/20, 16, 31, 9, 2, 
2017/9/21, 23, 27, 3, , 
2017/9/22, 16, 30, 5, , 
2017/9/23, 18, 30, 3, , 
2017/9/24, 22, 26, 8, 1, 
2017/9/25, 22, 24, 5, , 
2017/9/26, 15, 26, 8, 1, 
2017/9/27, 22, 28, 9, 2, 
2017/9/28, 25, 25, 7, 1, 
2017/9/29, 30, 29, 3, , 
2017/9/30, 11, 20, 5, , 
2017/4/1, 20, 31, 3, , 
2017/4/2, 20, 28, 6, 1, 
2017/4/3, 16, 28, 9, , 
2017/4/4, 18, 28, 3, , 
2017/4/5, 18, 28, 7, , 
2017/4/6, 35, 29, 6, 2, 
2017/4/7, 30, 29, 11, , 
2017/4/8, 29, 33, 7, 1, 
2017/4/9, 27, 35, 4, , 
2017/4/10, 27, 33, 4, , 
2017/4/11, 27, 30, 6, , 
2017/4/12, 26, 32, 5, , 
2017/4/13, 24, 29, 6, , 
2017/4/14, 27, 29, 5, , 
2017/4/15, 22, 27, 3, , 
2017/4/16, 16, 26, 4, 1, 
2017/4/17, 21, 28, 4, , 
2017/4/18, 20, 32, 3, , 
2017/4/19, 28, 32, 3, , 
2017/4/20, 29, 34, 6, 1, 
2017/4/21, 31, 38, 8, , 
2017/4/22, 36, 30, 7, 1, 
2017/4/23, 30, 25, 7, , 
2017/4/24, 22, 28, 6, , 
2017/4/25, 19, 27, 5, , 
2017/4/26, 11, 27, 9, , 
2017/4/27, 13, 28, 6, 1, 
2017/4/28, 16, 29, 6, , 
2017/4/29, 16, 32, 3, , 
2017/4/30, 20, 28, 4, , 
2017/5/1, 18, 26, 6, , 
2017/5/2, 20, 22, 5, , 
2017/5/3, 18, 29, 4, , 
2017/5/4, 23, 29, 8, , 
2017/5/5, 28, 25, 4, , 
2017/5/6, 13, 24, 5, , 
2017/5/7, 16, 23, 4, , 
2017/5/8, 13, 26, 4, , 
2017/5/9, 25, 29, 6, , 
2017/5/10, 21, 29, 5, 1, 
2017/5/11, 13, 26, 4, , 
2017/5/12, 9, 26, 4, , 
2017/5/13, 11, 24, 4, , 
2017/5/14, 15, 26, 9, , 
2017/5/15, 21, 34, 8, , 
2017/5/16, 26, 24, 11, , 
2017/5/17, 26, 26, 6, , 
2017/5/18, 13, 26, 7, , 
2017/5/19, 17, 24, 3, , 
2017/5/20, 15, 24, 7, , 
2017/5/21, 22, 28, 5, , 
2017/5/22, 32, 22, 4, , 
2017/5/23, 21, 29, 4, , 
2017/5/24, 25, 37, 10, , 
2017/5/25, 33, 34, 9, , 
2017/5/26, 27, 28, 5, , 
2017/5/27, 22, 26, 4, , 
2017/5/28, 23, 26, 5, , 
2017/5/29, 11, 23, 4, , 
2017/5/30, 11, 15, 4, , 
2017/5/31, 15, 27, 4, , 
2017/6/1, 20, 26, 5, , 
2017/6/2, 24, 19, 7, , 
2017/6/3, 17, 22, 5, , 
2017/6/4, 16, 23, 7, 1, 
2017/6/5, 20, 22, 4, , 
2017/6/6, 24, 23, 6, 2, 
2017/6/7, 29, 22, 7, , 
2017/6/8, 30, 18, 6, , 
2017/6/9, 19, 21, 4, , 
2017/6/10, 22, 20, 3, , 
2017/6/11, 26, 17, 3, , 
2017/6/12, 25, 20, 4, , 
2017/6/13, 28, 21, 3, , 
2017/6/14, 27, 23, 4, , 
2017/6/15, 20, 20, 3, , 
2017/6/16, 25, 32, 3, , 
2017/6/17, 29, 32, 4, , 
2017/6/18, 28, 38, 9, , 
2017/6/19, 31, 37, 8, , 
2017/6/20, 33, 47, 10, , 
2017/6/21, 37, 29, 3, , 
2017/6/22, 31, 20, 4, , 
2017/6/23, 27, 18, 4, , 
2017/6/24, 23, 17, 2, , 
2017/6/25, 16, 16, 3, , 
2017/6/26, 15, 17, 4, , 
2017/6/27, 13, 21, 4, , 
2017/6/28, 20, 21, 2, , 
2017/6/29, 22, 22, 4, , 
2017/6/30, 20, 20, 1, , 
2017/1/2, 21, 15, 8, , 
2017/1/3, 33, 9, 12, , 
2017/1/4, 34, 22, 8, , 
2017/1/5, 18, 23, 4, , 
2017/1/6, 16, 20, 9, , 
2017/1/7, 26, 23, 9, , 
2017/1/8, 34, 19, 13, , 
2017/1/9, 30, 26, 7, , 
2017/1/10, 20, 27, 6, , 
2017/1/11, 16, 25, 9, , 
2017/1/12, 20, 31, 3, , 
2017/1/13, 24, 29, 4, , 
2017/1/14, 16, 30, 2, , 
2017/1/15, 15, 32, 4, , 
2017/1/16, 14, 25, 3, , 
2017/1/17, 14, 24, 6, , 
2017/1/18, 19, 18, 9, , 
2017/1/19, 21, 19, 7, , 
2017/1/20, 24, 14, 14, , 
2017/1/21, 32, 16, 14, , 
2017/1/22, 26, 23, 19, , 
2017/1/23, 22, 25, 13, , 
2017/1/24, 29, 26, 6, , 
2017/1/25, 20, 26, 10, 1, 
2017/1/26, 21, 26, 7, , 
2017/1/27, 15, 27, 10, , 
2017/1/28, 19, 23, 7, , 
2017/1/29, 12, 21, 9, 1, 
2017/1/30, 15, 25, 8, , 
2017/1/31, 16, 27, 5, , 
2017/2/1, 18, 29, 4, , 
2017/2/2, 16, 29, 6, , 
2017/2/3, 21, 29, 11, 1, 
2017/2/4, 20, 32, 2, , 
2017/2/5, 24, 25, 12, , 
2017/2/6, 20, 30, 7, , 
2017/2/7, 21, 32, 7, , 
2017/2/8, 23, 19, 9, , 
2017/2/9, 22, 23, 18, , 
2017/2/10, 19, 22, 12, , 
2017/2/11, 29, 24, 5, , 
2017/2/12, 29, 25, 11, , 
2017/2/13, 22, 25, 12, , 
2017/2/14, 10, 24, 10, , 
2017/2/15, 16, 17, 15, 1, 
2017/2/16, 31, 16, 15, 1, 
2017/2/17, 39, 25, 13, , 
2017/2/18, 30, 31, 11, , 
2017/2/19, 19, 27, 10, 1, 
2017/2/20, 27, 25, 9, , 
2017/2/21, 23, 22, 7, , 
2017/2/22, 24, 15, 12, , 
2017/2/23, 41, 28, 8, , 
2017/2/24, 20, 23, 8, , 
2017/2/25, 24, 24, 7, , 
2017/2/26, 23, 28, 7, , 
2017/2/27, 23, 32, 10, , 
2017/2/28, 31, 24, 10, , 
2017/3/1, 20, 22, 7, 1, 
2017/3/2, 29, 30, 5, , 
2017/3/3, 15, 29, 7, , 
2017/3/4, 17, 26, 7, , 
2017/3/5, 20, 28, 6, , 
2017/3/6, 37, 23, 9, , 
2017/3/7, 36, 23, 6, , 
2017/3/8, 23, 23, 5, , 
2017/3/9, 29, 21, 10, 1, 
2017/3/10, 28, 31, 11, , 
2017/3/11, 38, 30, 3, , 
2017/3/12, 26, 32, 4, , 
2017/3/13, 29, 26, 5, , 
2017/3/14, 27, 25, 7, , 
2017/3/15, 33, 25, 8, 1, 
2017/3/16, 32, 29, 6, , 
2017/3/17, 29, 25, 5, , 
2017/3/18, 28, 28, 5, , 
2017/3/19, 23, 25, 8, , 
2017/3/20, 27, 27, 9, , 
2017/3/21, 13, 24, 9, , 
2017/3/22, 12, 26, 8, , 
2017/3/23, 12, 27, 7, , 
2017/3/24, 16, 21, 14, , 
2017/3/25, 13, 29, 4, , 
2017/3/26, 10, 31, 5, , 
2017/3/27, 12, 29, 11, 1, 
2017/3/28, 18, 25, 13, 1, 
2017/3/29, 22, 29, 12, , 
2017/3/30, 21, 30, 6, , 
2017/3/31, 22, 31, 5, , 
2016/10/1, 14, 22, 3, , 
2016/10/2, 13, 19, 7, , 
2016/10/3, 18, 25, 7, , 
2016/10/4, 24, 21, 6, , 
2016/10/5, 17, 22, 5, , 
2016/10/6, 16, 23, 7, , 
2016/10/7, 17, 23, 5, , 
2016/10/8, 18, 22, 5, , 
2016/10/9, 14, 25, 7, , 
2016/10/10, 13, 25, 4, , 
2016/10/11, 16, 22, 8, , 
2016/10/12, 18, 21, 8, , 
2016/10/13, 16, 26, 7, , 
2016/10/14, 16, 23, 5, , 
2016/10/15, 14, 22, 2, , 
2016/10/16, 11, 21, 5, , 
2016/10/17, 12, 20, 5, , 
2016/10/18, 12, 22, 5, , 
2016/10/19, 11, 21, 4, , 
2016/10/20, 14, 23, 5, , 
2016/10/21, 13, 17, 9, , 
2016/10/22, 21, 24, 3, , 
2016/10/23, 9, 22, 6, , 
2016/10/24, 13, 13, 11, , 
2016/10/25, 16, 16, 9, , 
2016/10/26, 25, 19, 3, , 
2016/10/27, 14, 15, 6, , 
2016/10/28, 18, , , , 
2016/10/30, 16, 7, 12, , 
2016/10/31, 14, 10, 13, , 
2016/11/1, 20, 17, 11, , 
2016/11/2, 24, 19, 7, , 
2016/11/3, 27, 5, 15, , 
2016/11/4, 32, 21, 10, , 
2016/11/5, 14, 22, 6, , 
2016/11/6, 9, 19, 13, , 
2016/11/7, 10, 18, 12, , 
2016/11/8, 12, 22, 5, , 
2016/11/9, 15, 21, 8, , 
2016/11/10, 15, 22, 11, , 
2016/11/11, 19, 12, 11, , 
2016/11/12, 17, 23, 6, , 
2016/11/13, 11, 20, 8, , 
2016/11/14, 12, 17, 7, , 
2016/11/15, 16, 16, 6, , 
2016/11/16, 13, 11, 10, , 
2016/11/17, 23, 27, 6, , 
2016/11/18, 22, 29, 4, , 
2016/11/19, 16, 25, 4, , 
2016/11/20, 14, 28, 7, , 
2016/11/21, 20, 23, 9, 1, 
2016/11/22, 15, 26, 9, , 
2016/11/23, 10, 25, 5, , 
2016/11/24, 7, 21, 7, 1, 
2016/11/25, 10, 16, 6, , 
2016/11/26, 11, 21, 6, , 
2016/11/27, 16, 17, 10, , 
2016/11/28, 23, 20, 7, , 
2016/11/29, 19, 16, 9, , 
2016/11/30, 15, 22, 12, , 
2016/12/1, 12, 10, 18, 1, 
2016/12/2, 22, 12, 13, , 
2016/12/3, 19, 20, 5, 1, 
2016/12/4, 8, 20, 13, 1, 
2016/12/5, 17, 13, 13, 1, 
2016/12/6, 20, 5, 17, 1, 
2016/12/7, 28, 18, 11, , 
2016/12/8, 16, 23, 13, , 
2016/12/9, 15, 4, 18, , 
2016/12/10, 26, 14, 13, , 
2016/12/11, 32, 8, 16, 1, 
2016/12/12, 29, 10, 14, , 
2016/12/13, 25, 21, 7, , 
2016/12/14, 14, 21, 8, , 
2016/12/15, 16, 23, 11, , 
2016/12/16, 15, 13, 13, , 
2016/12/17, 27, 17, 9, , 
2016/12/18, 23, 19, 12, , 
2016/12/19, 21, 23, 9, , 
2016/12/20, 14, 22, 14, , 
2016/12/21, 13, 14, 14, 1, 
2016/12/22, 15, 11, 13, , 
2016/12/23, 24, 15, 12, , 
2016/12/24, 18, , , , 
2016/12/29, 19, 12, 9, , 
2016/12/30, 21, 10, 11, , 
2016/12/31, 23, 16, 10, , 
2017/1/1, 27, 17, 12, , 
2016/7/1, 21, 22, 3, , 
2016/7/2, 12, 24, 3, , 
2016/7/3, 17, 18, 3, , 
2016/7/4, 18, 12, 2, , 
2016/7/5, 10, 16, 2, , 
2016/7/6, 13, 21, 3, , 
2016/7/7, 19, 24, 3, , 
2016/7/8, 16, 25, 3, , 
2016/7/9, 16, 25, 3, , 
2016/7/10, 21, 17, 5, , 
2016/7/11, 19, 20, 4, , 
2016/7/12, 15, 20, 3, , 
2016/7/13, 15, 22, 4, 1, 
2016/7/14, 18, 26, 3, 1, 
2016/7/15, 19, 30, 3, 1, 
2016/7/16, 24, 36, 5, 2, 
2016/7/17, 21, 45, 11, 1, 
2016/7/18, 33, 40, 8, , 
2016/7/19, 34, 27, 4, , 
2016/7/20, 29, 23, 4, , 
2016/7/21, 19, 18, 4, , 
2016/7/22, 17, 17, 3, , 
2016/7/23, 11, 19, 4, , 
2016/7/24, 13, 23, 3, , 
2016/7/25, 11, 16, 3, , 
2016/7/26, 12, 19, 2, , 
2016/7/27, 14, 18, 4, 1, 
2016/7/28, 14, 20, 5, , 
2016/7/29, 12, 14, 4, , 
2016/7/30, 11, 18, 2, , 
2016/7/31, 6, 21, 4, , 
2016/8/1, 12, 20, 4, , 
2016/8/2, 13, 22, 5, , 
2016/8/3, 16, 17, 7, , 
2016/8/4, 17, 16, 5, , 
2016/8/5, 13, 15, 4, , 
2016/8/6, 15, 25, 3, , 
2016/8/7, 15, 23, 4, , 
2016/8/8, 15, 20, 2, , 
2016/8/9, 16, 21, 5, , 
2016/8/10, 23, 24, 6, , 
2016/8/11, 21, 28, 3, , 
2016/8/12, 17, 42, 7, 1, 
2016/8/13, 31, 30, 7, , 
2016/8/14, 26, 29, 5, , 
2016/8/15, 27, 33, 4, , 
2016/8/16, 25, 33, 6, , 
2016/8/17, 35, 18, 4, , 
2016/8/18, 17, 18, 6, , 
2016/8/19, 18, 22, 4, , 
2016/8/20, 23, 21, 3, , 
2016/8/21, 23, 27, 5, , 
2016/8/22, 25, 28, 8, 1, 
2016/8/23, 30, 25, 3, , 
2016/8/24, 29, 30, 6, , 
2016/8/25, 30, 24, 3, , 
2016/8/26, 24, 25, 5, 1, 
2016/8/27, 24, 21, 4, , 
2016/8/28, 16, 17, 6, , 
2016/8/29, 15, 22, 4, , 
2016/8/30, 15, 26, 7, , 
2016/8/31, 20, 25, 5, , 
2016/9/1, 20, 24, 4, , 
2016/9/2, 18, 23, 3, , 
2016/9/3, 18, 20, 6, , 
2016/9/4, 21, 20, 6, , 
2016/9/5, 24, 25, 4, 1, 
2016/9/6, 22, 25, 6, 1, 
2016/9/7, 32, 20, 4, , 
2016/9/8, 16, 21, 5, , 
2016/9/9, 21, 28, 7, , 
2016/9/10, 24, 26, 5, , 
2016/9/11, 21, 29, 6, , 
2016/9/12, 26, 22, 5, , 
2016/9/13, 20, 19, 6, , 
2016/9/14, 15, 20, 2, , 
2016/9/15, 13, 21, 4, , 
2016/9/16, 15, 18, 3, , 
2016/9/17, 16, 20, 5, , 
2016/9/18, 13, 20, 6, , 
2016/9/19, 16, 20, 8, , 
2016/9/20, 16, 19, 5, , 
2016/9/21, 17, 22, 5, , 
2016/9/22, 20, 20, 5, , 
2016/9/23, 17, 24, 6, , 
2016/9/24, 25, 23, 3, , 
2016/9/25, 19, 19, 8, , 
2016/9/26, 26, 10, 8, , 
2016/9/27, 18, 17, 4, , 
2016/9/28, 17, 21, 6, , 
2016/9/29, 21, 25, 5, , 
2016/9/30, 27, 21, 7, , 
2016/4/1, 15, 31, 9, , 
2016/4/2, 18, 36, 3, , 
2016/4/3, 15, 33, 4, , 
2016/4/4, 12, 37, 4, , 
2016/4/5, 14, 38, 9, , 
2016/4/6, 19, 37, 4, , 
2016/4/7, 19, 35, 6, , 
2016/4/8, 19, 33, 7, , 
2016/4/9, 17, 36, 4, , 
2016/4/10, 14, 35, 3, , 
2016/4/11, 14, 34, 3, , 
2016/4/12, 8, 36, 6, , 
2016/4/13, 9, 36, 3, , 
2016/4/14, 13, 33, 7, , 
2016/4/15, 12, 32, 8, , 
2016/4/16, 11, 35, 5, , 
2016/4/17, 9, 38, 3, , 
2016/4/18, 16, 30, 8, , 
2016/4/19, 26, 31, 6, , 
2016/4/20, 16, 40, 5, , 
2016/4/21, 12, 36, 6, , 
2016/4/22, 13, 35, 5, , 
2016/4/23, 15, 36, 2, , 
2016/4/24, 14, 37, 4, , 
2016/4/25, 15, 35, 5, , 
2016/4/26, 14, 36, 4, , 
2016/4/27, 16, 37, 4, , 
2016/4/28, 12, 35, 5, , 
2016/4/29, 12, 35, 2, , 
2016/4/30, 17, 34, 3, , 
2016/5/1, 14, 36, 4, , 
2016/5/2, 13, 30, 5, , 
2016/5/3, 14, 36, 4, , 
2016/5/4, 26, 40, 8, , 
2016/5/5, 28, 39, 6, , 
2016/5/6, 26, 37, 2, , 
2016/5/7, 21, , , , 
2016/5/9, 8, 37, 4, , 
2016/5/10, 9, 40, 2, , 
2016/5/11, 11, 36, 7, , 
2016/5/12, 13, 35, 4, , 
2016/5/13, 13, 39, 2, , 
2016/5/14, 14, 44, 2, , 
2016/5/15, 22, 46, 2, , 
2016/5/16, 22, 45, 4, , 
2016/5/17, 18, 37, 5, 1, 
2016/5/18, 21, 33, 4, , 
2016/5/19, 13, 21, 6, 1, 
2016/5/20, 12, 25, 4, , 
2016/5/21, 17, 29, 2, , 
2016/5/22, 22, 27, 4, , 
2016/5/23, 17, 33, 5, 1, 
2016/5/24, 23, 38, 5, , 
2016/5/25, 16, 37, 1, , 
2016/5/26, 13, 36, 2, , 
2016/5/27, 16, 36, 2, , 
2016/5/28, 19, 30, 4, , 
2016/5/29, 10, 35, 4, , 
2016/5/30, 15, 45, 2, , 
2016/5/31, 23, 38, 3, , 
2016/6/1, 21, 37, 4, , 
2016/6/2, 17, 36, 2, , 
2016/6/3, 15, 34, 2, , 
2016/6/4, 14, 31, 2, , 
2016/6/5, 13, 33, 4, , 
2016/6/6, 20, 32, 3, , 
2016/6/7, 20, 36, 4, , 
2016/6/8, 20, 36, 4, , 
2016/6/9, 24, 27, 4, , 
2016/6/10, 18, 24, 2, , 
2016/6/11, 15, 24, 5, , 
2016/6/12, 12, 22, 3, , 
2016/6/13, 16, 22, 3, , 
2016/6/14, 18, 18, 5, , 
2016/6/15, 13, 25, 5, , 
2016/6/16, 15, 25, 6, , 
2016/6/17, 17, 22, 3, , 
2016/6/18, 13, 20, 2, , 
2016/6/19, 9, 21, 4, 1, 
2016/6/20, 11, 24, 5, , 
2016/6/21, 17, 17, 3, , 
2016/6/22, 15, 18, 3, , 
2016/6/23, 18, 18, 2, , 
2016/6/24, 15, 20, 2, , 
2016/6/25, 11, 20, 2, , 
2016/6/26, 12, 20, 3, , 
2016/6/27, 17, 20, 3, , 
2016/6/28, 13, 19, 4, , 
2016/6/29, 16, 22, 4, 1, 
2016/6/30, 21, 17, 5, , 
2016/1/4, 23, 29, 4, , 
2016/1/5, 19, 30, 3, , 
2016/1/6, 14, 29, 8, , 
2016/1/7, 9, 26, 15, , 
2016/1/8, 13, 28, 5, , 
2016/1/9, 12, 29, 7, , 
2016/1/10, 18, 28, 11, , 
2016/1/11, 17, 29, 9, , 
2016/1/12, 17, 21, 11, , 
2016/1/13, 10, 24, 12, , 
2016/1/14, 11, 27, 7, , 
2016/1/15, 15, 29, 9, , 
2016/1/16, 16, 16, 15, , 
2016/1/17, 15, 28, 11, , 
2016/1/18, 12, 30, 14, , 
2016/1/19, 19, 19, 15, , 
2016/1/20, 17, 12, 18, 1, 
2016/1/21, 19, 12, 17, , 
2016/1/22, 17, 10, 12, , 
2016/1/23, 23, 22, 8, , 
2016/1/24, 10, 24, 8, , 
2016/1/25, 19, 30, 8, , 
2016/1/26, 20, 16, 13, , 
2016/1/27, 31, 29, 11, , 
2016/1/28, 13, 30, 13, , 
2016/1/29, 29, 15, 18, , 
2016/1/30, 19, 27, 8, , 
2016/1/31, 17, 24, 14, 1, 
2016/2/1, 30, 21, 15, , 
2016/2/2, 32, 31, 6, , 
2016/2/3, 16, 27, 11, , 
2016/2/4, 18, 24, 14, 1, 
2016/2/5, 20, 33, 8, , 
2016/2/6, 21, 33, 6, , 
2016/2/7, 21, 27, 9, , 
2016/2/8, 25, 33, 8, , 
2016/2/9, 36, 35, 10, , 
2016/2/10, 17, 33, 15, , 
2016/2/11, 18, 26, 11, , 
2016/2/12, 13, 25, 9, , 
2016/2/13, 21, 35, 5, , 
2016/2/14, 19, 29, 5, , 
2016/2/15, 22, 30, 5, , 
2016/2/16, 20, 22, 15, 1, 
2016/2/17, 17, 29, 12, , 
2016/2/18, 16, 29, 14, , 
2016/2/19, 17, 30, 13, , 
2016/2/20, 17, 22, 12, 1, 
2016/2/21, 27, 28, 14, 1, 
2016/2/22, 30, 29, 12, 1, 
2016/2/23, 23, 24, 9, , 
2016/2/24, 15, 30, 8, , 
2016/2/25, 13, 27, 8, , 
2016/2/26, 13, 35, 2, , 
2016/2/27, 22, 31, 4, , 
2016/2/28, 30, 34, 5, , 
2016/2/29, 24, 31, 12, , 
2016/3/1, 22, 34, 7, , 
2016/3/2, 25, 34, 8, , 
2016/3/3, 33, 32, 9, , 
2016/3/4, 19, 31, 4, , 
2016/3/5, 21, 34, 6, , 
2016/3/6, 18, 34, 7, , 
2016/3/7, 17, 31, 8, , 
2016/3/8, 16, 34, 6, , 
2016/3/9, 22, 35, 3, , 
2016/3/10, 24, 32, 9, , 
2016/3/11, 16, 33, 12, , 
2016/3/12, 23, 39, 10, , 
2016/3/13, 36, 31, 12, , 
2016/3/14, 34, 34, 11, , 
2016/3/15, 20, 33, 11, , 
2016/3/16, 29, 29, 9, , 
2016/3/17, 20, 31, 6, , 
2016/3/18, 23, 30, 8, , 
2016/3/19, 20, 30, 9, , 
2016/3/20, 12, 30, 11, , 
2016/3/21, 26, 32, 6, , 
2016/3/22, 24, 38, 8, , 
2016/3/23, 23, 40, 11, , 
2016/3/24, 30, 28, 9, , 
2016/3/25, 21, 31, 5, , 
2016/3/26, 15, 32, 4, , 
2016/3/27, 14, 35, 4, , 
2016/3/28, 25, 35, 5, , 
2016/3/29, 25, 34, 3, , 
2016/3/30, 17, 35, 2, , 
2016/3/31, 19, 34, 6, , 
2015/10/1, 31, 33, 8, , 
2015/10/2, 17, 37, 6, , 
2015/10/3, 14, 27, 3, , 
2015/10/4, 13, 26, 4, , 
2015/10/5, 11, 29, 4, , 
2015/10/6, 14, 26, 11, 1, 
2015/10/7, 17, 27, 7, , 
2015/10/8, 17, 29, 7, , 
2015/10/9, 18, 30, 11, 1, 
2015/10/10, 20, 34, 9, 1, 
2015/10/11, 18, 25, 6, , 
2015/10/12, 18, 30, 6, , 
2015/10/13, 23, 32, 6, , 
2015/10/14, 19, 30, 6, 1, 
2015/10/15, 11, 29, 6, , 
2015/10/16, 11, 22, 9, 1, 
2015/10/17, 19, 26, 6, 1, 
2015/10/18, 20, 20, 6, , 
2015/10/19, 22, 26, 7, , 
2015/10/20, 22, 25, 13, , 
2015/10/21, 17, 28, 14, 1, 
2015/10/22, 18, 21, 11, 1, 
2015/10/23, 23, 21, 15, 3, 
2015/10/24, 24, 29, 5, 1, 
2015/10/25, 18, 25, 5, 1, 
2015/10/26, 11, 29, 6, 1, 
2015/10/27, 13, 28, 8, , 
2015/10/28, 12, 26, 8, , 
2015/10/29, 10, 26, 4, , 
2015/10/30, 6, 27, 6, , 
2015/10/31, 12, 31, 7, 1, 
2015/11/1, 22, 30, 5, 2, 
2015/11/2, 20, 31, 10, 2, 
2015/11/3, 10, 22, 7, , 
2015/11/4, 9, 19, 15, , 
2015/11/5, 13, 20, 10, 1, 
2015/11/6, 9, 19, 11, 1, 
2015/11/7, 12, 23, 8, , 
2015/11/8, 9, 19, 12, , 
2015/11/9, 19, 19, 12, , 
2015/11/10, 28, 21, 11, , 
2015/11/11, 18, 19, 14, , 
2015/11/12, 29, 13, 19, , 
2015/11/13, 23, 20, 8, , 
2015/11/14, 19, 17, 12, , 
2015/11/15, 18, 21, 15, , 
2015/11/16, 29, 11, 16, , 
2015/11/17, 21, 9, 17, 1, 
2015/11/18, 29, 11, 15, 1, 
2015/11/19, 30, 13, 14, , 
2015/11/20, 41, 30, 1, , 
2015/11/21, 23, 27, 7, , 
2015/11/22, 9, 21, 13, , 
2015/11/23, 15, 22, 17, , 
2015/11/24, 14, 32, 3, , 
2015/11/25, 26, 32, 5, , 
2015/11/26, 28, 27, 11, , 
2015/11/27, 10, 29, 10, , 
2015/11/28, 16, 25, 10, , 
2015/11/29, 19, 11, 16, 1, 
2015/11/30, 25, 6, 19, 1, 
2015/12/1, 33, 6, 20, , 
2015/12/2, 23, 19, 15, , 
2015/12/3, 19, 21, 14, , 
2015/12/4, 23, 12, 15, , 
2015/12/5, 21, 15, 14, , 
2015/12/6, 38, 22, 9, 1, 
2015/12/7, 17, 25, 10, , 
2015/12/8, 17, 24, 10, 1, 
2015/12/9, 17, 8, 19, , 
2015/12/10, 25, 11, 15, , 
2015/12/11, 22, 10, 13, 1, 
2015/12/12, 28, 19, 13, , 
2015/12/13, 20, 25, 3, , 
2015/12/14, 14, 23, 6, , 
2015/12/15, 27, 17, 17, 1, 
2015/12/16, 33, 20, 12, , 
2015/12/17, 40, 15, 16, 1, 
2015/12/18, 38, 25, 4, , 
2015/12/19, 34, 26, 6, 1, 
2015/12/20, 22, 20, 16, 1, 
2015/12/21, 23, 26, 17, 1, 
2015/12/22, 17, 17, 18, 1, 
2015/12/23, 20, 24, 7, , 
2015/12/24, 8, 26, 10, , 
2015/12/25, 12, 23, 10, , 
2015/12/26, 18, 24, 10, , 
2015/12/27, 27, 28, 3, , 
2015/12/28, 28, 23, 10, , 
2015/12/29, 13, 27, 4, , 
2015/12/30, 13, , , , 
2016/1/3, 12, 29, 13, , 
2015/7/1, 25, 27, 6, , 
2015/7/2, 16, 34, 6, , 
2015/7/3, 19, 29, 6, , 
2015/7/4, 21, 28, 4, , 
2015/7/5, 13, 35, 5, , 
2015/7/6, 15, 29, 4, , 
2015/7/7, 19, 27, 2, , 
2015/7/8, 11, 28, 3, , 
2015/7/9, 15, 39, 4, , 
2015/7/10, 23, 30, 3, , 
2015/7/11, 18, 26, 3, , 
2015/7/12, 11, 24, 3, , 
2015/7/13, 12, 27, 3, , 
2015/7/14, 11, 24, 2, , 
2015/7/15, 14, 29, 2, , 
2015/7/16, 13, 32, 6, , 
2015/7/17, 17, 26, 3, , 
2015/7/18, 14, 31, 4, , 
2015/7/19, 18, 29, 6, , 
2015/7/20, 13, 21, 5, , 
2015/7/21, 13, 23, 5, , 
2015/7/22, 11, 24, 5, , 
2015/7/23, 12, 31, 8, 1, 
2015/7/24, 16, 32, 3, , 
2015/7/25, 18, 40, 4, , 
2015/7/26, 13, 25, 4, , 
2015/7/27, 18, 36, 5, , 
2015/7/28, 14, 28, 3, 1, 
2015/7/29, 11, 32, 2, , 
2015/7/30, 12, 39, 7, , 
2015/7/31, 14, 44, 7, , 
2015/8/1, 15, 53, 5, , 
2015/8/2, 18, 39, 4, , 
2015/8/3, 18, 33, 4, , 
2015/8/4, 12, 35, 4, , 
2015/8/5, 23, 26, 4, , 
2015/8/6, 17, 25, 7, , 
2015/8/7, 17, 31, 3, , 
2015/8/8, 12, 34, 3, , 
2015/8/9, 15, 41, 5, , 
2015/8/10, 18, 38, 8, , 
2015/8/11, 27, 37, 6, , 
2015/8/12, 27, 33, 6, , 
2015/8/13, 17, 33, 2, , 
