id;pm10;o3;no2;so2;co
castellana;2.272863588840588;1.6381636205395995;2.8088477540969685;10.656166814551908;0
el-atazar,;2.5922772425125102;0.709789497388824;17.744557823129252;23.00640512409928;0
madrid-air;2.135238484170665;1.648109874968852;2.541448487660458;18.321959755030623;0
mendez-alv;2.3256674035028055;1.8321830730112607;2.853063921541351;22.643243243243248;0
