id;pm10;o3;no2;so2;co
actur,-zar;1.7678493970677538;1.0570950538533932;3.913026819923372;25.33333333333333;24.9375
el-picarra;1.2347826086956522;1.2437568436296844;3.8873449701423977;29.0;26.49336455893833
